Node1,Node2,Weight
KDM6A,NCOR1,0.721
KDM6A,TP53,0.71
KDM6A,TSC1,0.651
KDM6A,RUNX1,0.473
KDM6A,KMT2D,0.999
KDM6A,USP9X,0.683
KDM6A,ZMYM3,0.684
KDM6A,PHF6,0.684
KDM6A,MEN1,0.621
KDM6A,SMAD4,0.439
KDM6A,SMARCA4,0.848
KDM6A,NF1,0.513
KDM6A,NRAS,0.505
KDM6A,PTEN,0.581
KDM6A,NCOA3,0.589
KDM6A,MED12,0.409
KDM6A,WT1,0.453
KDM6A,NOTCH1,0.527
KDM6A,NCOA2,0.602
KDM6A,PBRM1,0.643
KDM6A,TET2,0.65
KDM6A,MYC,0.689
KDM6A,KMT2A,0.869
KDM6A,SETD2,0.89
KIT,STAG2,0.479
KIT,MLH1,0.48
KIT,MSH2,0.403
KIT,RARA,0.606
KIT,KRAS,0.976
KIT,NOTCH2,0.469
KIT,PDGFRA,0.449
KIT,MDM2,0.58
KIT,PIK3CA,0.986
KIT,TP53,0.816
KIT,NF2,0.416
KIT,TBK1,0.486
KIT,MYB,0.495
KIT,KMT2A,0.505
KIT,PHF6,0.507
KIT,SMAD4,0.508
KIT,MCL1,0.544
KIT,MET,0.594
KIT,NOTCH1,0.647
KIT,MYC,0.674
KIT,WT1,0.675
KIT,NF1,0.715
KIT,PTEN,0.719
KIT,RUNX1,0.773
KIT,MITF,0.783
KIT,TET2,0.786
KIT,PIK3CD,0.94
KIT,PIK3CB,0.961
KIT,NRAS,0.981
KIT,PTPN11,0.99
KIT,PIK3R1,0.995
KLF6,TBX3,0.449
KLF6,MDM2,0.528
KLF6,TP53,0.857
KLF6,RUNX1,0.577
KLF6,SMAD3,0.582
KLF6,SMAD4,0.483
KLF6,MCL1,0.407
KLF6,MYC,0.4
KMT2A,STAG2,0.529
KMT2A,RARA,0.575
KMT2A,KRAS,0.512
KMT2A,KMT2C,0.947
KMT2A,NCOR1,0.469
KMT2A,TP53,0.757
KMT2A,RUNX1,0.895
KMT2A,KMT2D,0.997
KMT2A,PHF6,0.839
KMT2A,MEN1,0.999
KMT2A,MYB,0.955
KMT2A,SMARCA4,0.465
KMT2A,NF1,0.484
KMT2A,NRAS,0.586
KMT2A,PTEN,0.538
KMT2A,SPEN,0.437
KMT2A,WT1,0.547
KMT2A,PBRM1,0.431
KMT2A,SETD2,0.626
KMT2A,NOTCH1,0.462
KMT2A,PTPN11,0.466
KMT2A,MYC,0.648
KMT2A,TET2,0.656
KMT2C,STAG2,0.462
KMT2C,MLH1,0.4
KMT2C,RARA,0.603
KMT2C,KRAS,0.756
KMT2C,NOTCH2,0.472
KMT2C,PALB2,0.407
KMT2C,PTPRD,0.413
KMT2C,SPOP,0.423
KMT2C,NCOA2,0.444
KMT2C,PIK3R1,0.449
KMT2C,NRAS,0.449
KMT2C,MYC,0.456
KMT2C,MAP2K4,0.474
KMT2C,STK11,0.521
KMT2C,SYNE1,0.525
KMT2C,MAP3K1,0.531
KMT2C,NOTCH1,0.531
KMT2C,SMAD4,0.534
KMT2C,MED12,0.578
KMT2C,SPEN,0.596
KMT2C,PTEN,0.603
KMT2C,SMARCA4,0.615
KMT2C,TET2,0.621
KMT2C,SETD2,0.631
KMT2C,ZMYM3,0.631
KMT2C,NF1,0.645
KMT2C,NCOA3,0.665
KMT2C,PIK3CA,0.676
KMT2C,PBRM1,0.677
KMT2C,PAX2,0.693
KMT2C,MEN1,0.724
KMT2C,RUNX1,0.75
KMT2C,NCOR1,0.83
KMT2C,TP53,0.858
KMT2C,KMT2D,0.998
KMT2D,STAG2,0.463
KMT2D,RARA,0.605
KMT2D,KRAS,0.546
KMT2D,NOTCH2,0.534
KMT2D,PIK3CA,0.664
KMT2D,TP63,0.594
KMT2D,NCOR1,0.763
KMT2D,TP53,0.81
KMT2D,RUNX1,0.758
KMT2D,SPOP,0.404
KMT2D,TBL1XR1,0.423
KMT2D,PRDM1,0.437
KMT2D,NRAS,0.449
KMT2D,NCOA2,0.461
KMT2D,STK11,0.466
KMT2D,PCLO,0.475
KMT2D,TNFAIP3,0.477
KMT2D,MYC,0.484
KMT2D,PBRM1,0.51
KMT2D,SYNE1,0.524
KMT2D,NF1,0.549
KMT2D,PTEN,0.551
KMT2D,SMARCA4,0.566
KMT2D,SPEN,0.589
KMT2D,ZMYM3,0.6
KMT2D,SETD2,0.612
KMT2D,TET2,0.612
KMT2D,NOTCH1,0.614
KMT2D,NCOA3,0.632
KMT2D,MED12,0.716
KMT2D,MEN1,0.963
KRAS,STAG2,0.574
KRAS,MLH1,0.868
KRAS,MSH2,0.818
KRAS,RARA,0.419
KRAS,NEK2,0.404
KRAS,SYNE1,0.416
KRAS,MITF,0.419
KRAS,TSC1,0.431
KRAS,RB1,0.433
KRAS,PTPRD,0.435
KRAS,SPOP,0.45
KRAS,NOTCH3,0.451
KRAS,SMAD3,0.468
KRAS,RHOA,0.482
KRAS,MEN1,0.49
KRAS,PREX2,0.496
KRAS,RPTOR,0.502
KRAS,MAP2K4,0.504
KRAS,PALB2,0.516
KRAS,SETD2,0.534
KRAS,NOTCH2,0.562
KRAS,PHF6,0.566
KRAS,PBRM1,0.574
KRAS,SMARCA4,0.6
KRAS,NF2,0.624
KRAS,MCL1,0.629
KRAS,TGFBR2,0.648
KRAS,RUNX1,0.652
KRAS,TBK1,0.653
KRAS,NTRK1,0.663
KRAS,TET2,0.669
KRAS,MDM2,0.67
KRAS,WT1,0.755
KRAS,NTRK3,0.757
KRAS,PMS2,0.776
KRAS,NOTCH1,0.853
KRAS,ROS1,0.862
KRAS,MYC,0.872
KRAS,STK11,0.88
KRAS,RET,0.884
KRAS,SMAD4,0.917
KRAS,PTEN,0.936
KRAS,NRAS,0.944
KRAS,TP53,0.949
KRAS,PTPN11,0.953
KRAS,MAP3K1,0.953
KRAS,PIK3R1,0.963
KRAS,PIK3CB,0.973
KRAS,PIK3CD,0.974
KRAS,PDGFRA,0.978
KRAS,MET,0.979
KRAS,NF1,0.996
KRAS,PIK3CA,0.998
MAP2K4,PIK3CA,0.623
MAP2K4,TP53,0.575
MAP2K4,SMAD4,0.539
MAP2K4,NF1,0.406
MAP2K4,MCL1,0.698
MAP2K4,PTEN,0.535
MAP2K4,MAP3K1,0.995
MAP2K4,RHOA,0.626
MAP2K4,PIK3R1,0.437
MAP2K4,MYC,0.443
MAP2K4,PPM1L,0.57
MAP3K1,NOTCH2,0.409
MAP3K1,TBX3,0.46
MAP3K1,MDM2,0.561
MAP3K1,PIK3CA,0.632
MAP3K1,NCOR1,0.419
MAP3K1,TP53,0.866
MAP3K1,NF1,0.484
MAP3K1,NRAS,0.949
MAP3K1,PTEN,0.712
MAP3K1,WT1,0.552
MAP3K1,TNFAIP3,0.467
MAP3K1,PIK3R1,0.472
MAP3K1,NOTCH1,0.558
MAP3K1,MYC,0.676
MAP3K1,RHOA,0.861
MAP3K13,RHOA,0.504
MAP3K13,SMAD4,0.694
MCL1,XBP1,0.496
MCL1,MDM2,0.75
MCL1,PIK3C3,0.474
MCL1,PIK3CA,0.492
MCL1,TP53,0.918
MCL1,RUNX1,0.4
MCL1,USP9X,0.958
MCL1,MET,0.461
MCL1,SMAD4,0.43
MCL1,PRDM1,0.402
MCL1,PTPN11,0.404
MCL1,PIK3CD,0.427
MCL1,NOTCH1,0.546
MCL1,NRAS,0.554
MCL1,PIK3R1,0.588
MCL1,PTEN,0.763
MCL1,MYC,0.857
MDM2,XBP1,0.444
MDM2,MLH1,0.4
MDM2,MSH2,0.413
MDM2,RARA,0.526
MDM2,PDGFRA,0.843
MDM2,RUNX1,0.419
MDM2,NF2,0.42
MDM2,NTRK1,0.424
MDM2,PALB2,0.458
MDM2,MET,0.46
MDM2,WT1,0.466
MDM2,SMAD4,0.487
MDM2,RHOA,0.56
MDM2,NCOA3,0.577
MDM2,NRAS,0.609
MDM2,NF1,0.623
MDM2,SMARCA4,0.639
MDM2,PIK3CA,0.642
MDM2,PIK3R1,0.675
MDM2,STK11,0.725
MDM2,MYC,0.813
MDM2,NOTCH1,0.843
MDM2,TP63,0.9
MDM2,PTEN,0.902
MDM2,RB1,0.999
MDM2,TP53,0.999
MED12,PIK3CA,0.448
MED12,NCOR1,0.759
MED12,TP53,0.668
MED12,RUNX1,0.504
MED12,ZMYM3,0.553
MED12,PHF6,0.436
MED12,MEN1,0.421
MED12,SMARCA4,0.552
MED12,NF1,0.458
MED12,TGFBR2,0.486
MED12,MED23,0.999
MED12,PTEN,0.479
MED12,NCOA3,0.666
MED12,MYC,0.464
MED12,NOTCH1,0.475
MED12,SPOP,0.507
MED12,SETD2,0.521
MED12,NCOA2,0.643
MED23,NCOR1,0.615
MED23,NCOA2,0.594
MED23,NCOA3,0.734
MEN1,MLH1,0.556
MEN1,MSH2,0.533
MEN1,PALB2,0.653
MEN1,PIK3CA,0.452
MEN1,PMS2,0.577
MEN1,TP53,0.72
MEN1,TSC1,0.519
MEN1,STK11,0.529
MEN1,SMAD3,0.983
MEN1,MYB,0.423
MEN1,SETD2,0.437
MEN1,NF2,0.462
MEN1,SMARCA4,0.504
MEN1,PTEN,0.515
MEN1,WT1,0.528
MEN1,NF1,0.684
MEN1,MYC,0.727
MEN1,SMAD4,0.749
MEN1,RET,0.828
MET,PIK3CA,0.961
MET,TP53,0.804
MET,NF2,0.416
MET,SMAD3,0.43
MET,MITF,0.456
MET,SMAD4,0.463
MET,NF1,0.482
MET,STK11,0.508
MET,NOTCH1,0.523
MET,RET,0.559
MET,NTRK1,0.646
MET,MYC,0.672
MET,PTEN,0.755
MET,MST1,0.758
MET,RHOA,0.793
MET,PIK3R1,0.872
MET,PIK3CD,0.922
MET,PIK3CB,0.925
MET,PTPN11,0.927
MET,NRAS,0.966
MITF,TP53,0.588
MITF,SMARCA4,0.417
MITF,RET,0.514
MITF,NF1,0.523
MITF,NRAS,0.664
MITF,PTEN,0.546
MITF,MYC,0.659
MLH1,ROS1,0.407
MLH1,WT1,0.409
MLH1,NF2,0.412
MLH1,PBRM1,0.425
MLH1,PTPN11,0.443
MLH1,NOTCH1,0.461
MLH1,SMARCA4,0.47
MLH1,PDGFRA,0.477
MLH1,RET,0.582
MLH1,NRAS,0.627
MLH1,MYC,0.655
MLH1,SMAD4,0.687
MLH1,TGFBR2,0.702
MLH1,STK11,0.73
MLH1,NF1,0.764
MLH1,PIK3CA,0.789
MLH1,PTEN,0.83
MLH1,PALB2,0.892
MLH1,TP53,0.965
MLH1,MSH2,0.999
MLH1,PMS2,0.999
MSH2,SETD2,0.401
MSH2,RET,0.457
MSH2,SMARCA4,0.488
MSH2,TGFBR2,0.522
MSH2,PIK3CA,0.618
MSH2,SMAD4,0.625
MSH2,NRAS,0.684
MSH2,STK11,0.694
MSH2,NF1,0.726
MSH2,PTEN,0.778
MSH2,MYC,0.853
MSH2,PALB2,0.898
MSH2,TP53,0.974
MSH2,PMS2,0.999
MST1,NTRK1,0.672
MYB,NCOR1,0.514
MYB,TP53,0.77
MYB,RUNX1,0.936
MYB,NCOA3,0.491
MYB,MYC,0.787
MYC,XBP1,0.594
MYC,STAG2,0.644
MYC,RARA,0.658
MYC,NOTCH2,0.56
MYC,PDGFRA,0.589
MYC,TBX3,0.469
MYC,PALB2,0.594
MYC,PIK3C3,0.516
MYC,NOTCH3,0.651
MYC,PIK3CA,0.74
MYC,TP63,0.674
MYC,RB1,0.888
MYC,NCOR1,0.627
MYC,TP53,0.997
MYC,TSC1,0.662
MYC,RUNX1,0.69
MYC,RPTOR,0.576
MYC,STK11,0.774
MYC,TBK1,0.426
MYC,SMAD3,0.993
MYC,SF3B1,0.425
MYC,SMAD4,0.931
MYC,SMARCA4,0.974
MYC,NF2,0.518
MYC,RET,0.507
MYC,NF1,0.643
MYC,TGFBR2,0.571
MYC,NEK2,0.675
MYC,ROS1,0.421
MYC,PRDM1,0.596
MYC,NRAS,0.681
MYC,ZNF217,0.528
MYC,PTEN,0.908
MYC,NCOA3,0.845
MYC,WT1,0.651
MYC,SPOP,0.734
MYC,SETD2,0.685
MYC,NCOA2,0.62
MYC,RHOA,0.727
MYC,PIK3R1,0.675
MYC,NTRK1,0.559
MYC,TET2,0.658
MYC,TNFAIP3,0.437
MYC,PTPN11,0.667
MYC,NOTCH1,0.899
NCOA2,RARA,0.992
NCOA2,NOTCH3,0.41
NCOA2,NCOR1,0.9
NCOA2,TP53,0.671
NCOA2,RUNX1,0.418
NCOA2,SMAD3,0.505
NCOA2,SMARCA4,0.713
NCOA2,NCOA3,0.997
NCOA2,SPEN,0.418
NCOA2,TBL1XR1,0.759
NCOA3,STAG2,0.822
NCOA3,RARA,0.948
NCOA3,NCOR1,0.928
NCOA3,TP53,0.639
NCOA3,RUNX1,0.514
NCOA3,SMAD3,0.488
NCOA3,PAX2,0.647
NCOA3,ZNF217,0.917
NCOA3,PTEN,0.569
NCOA3,SPEN,0.43
NCOA3,NOTCH1,0.488
NCOA3,TBL1XR1,0.529
NCOA3,SPOP,0.889
NCOR1,RARA,0.999
NCOR1,NOTCH2,0.49
NCOR1,PBRM1,0.448
NCOR1,PTEN,0.452
NCOR1,SETD2,0.534
NCOR1,SF3B1,0.611
NCOR1,NOTCH1,0.654
NCOR1,SMARCD1,0.725
NCOR1,SMARCA4,0.82
NCOR1,RUNX1,0.849
NCOR1,TP53,0.853
NCOR1,SMAD4,0.855
NCOR1,SPEN,0.898
NCOR1,SMAD3,0.923
NCOR1,TBL1XR1,0.999
NEK2,STAG2,0.417
NEK2,TP53,0.454
NF1,STAG2,0.536
NF1,RARA,0.685
NF1,NOTCH2,0.422
NF1,PDGFRA,0.804
NF1,PALB2,0.606
NF1,PIK3CA,0.793
NF1,PMS2,0.745
NF1,TP53,0.88
NF1,TSC1,0.527
NF1,RUNX1,0.583
NF1,RPTOR,0.447
NF1,STK11,0.728
NF1,PHF6,0.551
NF1,SMAD4,0.873
NF1,SMARCA4,0.751
NF1,NF2,0.97
NF1,RET,0.839
NF1,PTPRD,0.429
NF1,TGFBR2,0.436
NF1,RHOA,0.522
NF1,NTRK3,0.522
NF1,TBL1XR1,0.534
NF1,WT1,0.54
NF1,NTRK1,0.553
NF1,PBRM1,0.554
NF1,NOTCH1,0.588
NF1,SETD2,0.605
NF1,PIK3R1,0.608
NF1,TET2,0.61
NF1,ROS1,0.645
NF1,PTPN11,0.852
NF1,PTEN,0.874
NF1,NRAS,0.994
NF2,PDGFRA,0.475
NF2,PIK3CA,0.57
NF2,TP53,0.773
NF2,TSC1,0.761
NF2,STK11,0.522
NF2,SMAD4,0.476
NF2,PTPN11,0.41
NF2,WT1,0.419
NF2,RET,0.444
NF2,RHOA,0.485
NF2,PBRM1,0.549
NF2,NRAS,0.568
NF2,SETD2,0.59
NF2,PTEN,0.606
NOTCH1,NOTCH2,0.932
NOTCH1,PDGFRA,0.574
NOTCH1,NOTCH3,0.811
NOTCH1,PIK3CA,0.786
NOTCH1,TP63,0.496
NOTCH1,TP53,0.789
NOTCH1,RUNX1,0.614
NOTCH1,STK11,0.597
NOTCH1,PHF6,0.603
NOTCH1,SMAD3,0.958
NOTCH1,SMAD4,0.811
NOTCH1,SMARCA4,0.665
NOTCH1,RET,0.513
NOTCH1,TGFBR2,0.561
NOTCH1,ROS1,0.433
NOTCH1,NRAS,0.765
NOTCH1,PTEN,0.758
NOTCH1,SPEN,0.79
NOTCH1,WT1,0.529
NOTCH1,PBRM1,0.558
NOTCH1,SETD2,0.406
NOTCH1,RHOA,0.555
NOTCH1,TBL1XR1,0.667
NOTCH1,PIK3R1,0.633
NOTCH1,NTRK1,0.407
NOTCH1,TET2,0.507
NOTCH1,PTPN11,0.571
NOTCH2,TNFAIP3,0.404
NOTCH2,RHOA,0.408
NOTCH2,SMAD4,0.408
NOTCH2,TET2,0.41
NOTCH2,RUNX1,0.411
NOTCH2,PTPN11,0.414
NOTCH2,TGFBR2,0.418
NOTCH2,SMAD3,0.438
NOTCH2,PIK3CA,0.498
NOTCH2,NRAS,0.518
NOTCH2,PTEN,0.542
NOTCH2,TP53,0.607
NOTCH2,SPEN,0.608
NOTCH2,PDGFRA,0.632
NOTCH2,NOTCH3,0.777
NOTCH3,PDGFRA,0.404
NOTCH3,SMAD4,0.401
NOTCH3,SMAD3,0.403
NOTCH3,RET,0.43
NOTCH3,PIK3CA,0.454
NOTCH3,PTEN,0.516
NOTCH3,TP53,0.71
NRAS,STAG2,0.623
NRAS,RARA,0.453
NRAS,PDGFRA,0.967
NRAS,PIK3CA,0.995
NRAS,PMS2,0.532
NRAS,TP53,0.876
NRAS,PREX2,0.557
NRAS,RUNX1,0.743
NRAS,STK11,0.673
NRAS,PHF6,0.686
NRAS,SMAD4,0.67
NRAS,SMARCA4,0.401
NRAS,RET,0.868
NRAS,TGFBR2,0.443
NRAS,NTRK3,0.757
NRAS,ROS1,0.736
NRAS,PBRM1,0.443
NRAS,SETD2,0.475
NRAS,NTRK1,0.625
NRAS,TET2,0.766
NRAS,WT1,0.785
NRAS,PTEN,0.872
NRAS,PIK3CB,0.947
NRAS,PTPN11,0.952
NRAS,PIK3CD,0.954
NRAS,PIK3R1,0.956
NTRK1,PIK3CA,0.96
NTRK1,TP53,0.637
NTRK1,RUNX1,0.579
NTRK1,SMAD4,0.417
NTRK1,RET,0.603
NTRK1,NTRK3,0.8
NTRK1,PTEN,0.608
NTRK1,PIK3CD,0.922
NTRK1,PTPRD,0.502
NTRK1,RHOA,0.512
NTRK1,PIK3R1,0.962
NTRK1,PTPN11,0.56
NTRK1,PIK3CB,0.932
NTRK3,PIK3CA,0.745
NTRK3,TP53,0.487
NTRK3,RET,0.562
NTRK3,RYR2,0.422
NTRK3,PTEN,0.43
NTRK3,PTPRD,0.606
NTRK3,PIK3R1,0.661
OR2D2,OR6A2,0.999
PALB2,SMARCA4,0.401
PALB2,ZNF217,0.413
PALB2,PIK3CA,0.527
PALB2,SMAD4,0.545
PALB2,PTEN,0.727
PALB2,TP53,0.738
PALB2,STK11,0.843
PALB2,PMS2,0.947
PARP4,PTEN,0.542
PAX2,RB1,0.658
PAX2,TP53,0.466
PAX2,RET,0.545
PAX2,WT1,0.856
PBRM1,STAG2,0.512
PBRM1,PIK3CA,0.641
PBRM1,RB1,0.785
PBRM1,TP53,0.622
PBRM1,RUNX1,0.573
PBRM1,STK11,0.467
PBRM1,SMAD4,0.615
PBRM1,SMARCA4,0.999
PBRM1,PTEN,0.622
PBRM1,SMARCD1,0.999
PBRM1,SETD2,0.906
PCLO,TP53,0.418
PCLO,USH2A,0.544
PCLO,RYR2,0.554
PCLO,SYNE1,0.598
PDGFRA,TET2,0.418
PDGFRA,RUNX1,0.473
PDGFRA,SMAD4,0.51
PDGFRA,SMAD3,0.539
PDGFRA,WT1,0.561
PDGFRA,TGFBR2,0.569
PDGFRA,TP53,0.762
PDGFRA,PTEN,0.828
PDGFRA,PIK3CD,0.924
PDGFRA,PIK3CB,0.957
PDGFRA,PIK3CA,0.99
PDGFRA,PTPN11,0.995
PDGFRA,PIK3R1,0.995
PHF6,STAG2,0.739
PHF6,TP53,0.55
PHF6,RUNX1,0.803
PHF6,SETD2,0.429
PHF6,PTPN11,0.6
PHF6,PTEN,0.663
PHF6,WT1,0.689
PHF6,TET2,0.706
PIK3C3,SMAD4,0.407
PIK3C3,TBK1,0.446
PIK3C3,TSC1,0.48
PIK3C3,STK11,0.481
PIK3C3,TP53,0.544
PIK3C3,PTPN11,0.574
PIK3C3,PIK3CD,0.666
PIK3C3,PIK3CA,0.727
PIK3C3,RPTOR,0.746
PIK3C3,PIK3CB,0.813
PIK3C3,PTEN,0.953
PIK3C3,PIK3R1,0.955
PIK3CA,STAG2,0.529
PIK3CA,TBL1XR1,0.415
PIK3CA,ZNF217,0.415
PIK3CA,PTPRD,0.436
PIK3CA,TSC1,0.443
PIK3CA,RB1,0.478
PIK3CA,SMARCA4,0.509
PIK3CA,TGFBR2,0.515
PIK3CA,SYNE1,0.516
PIK3CA,SPOP,0.523
PIK3CA,SMAD3,0.531
PIK3CA,RPTOR,0.541
PIK3CA,SETD2,0.564
PIK3CA,PREX2,0.58
PIK3CA,TP63,0.674
PIK3CA,PMS2,0.712
PIK3CA,ROS1,0.735
PIK3CA,RHOA,0.743
PIK3CA,SMAD4,0.805
PIK3CA,STK11,0.844
PIK3CA,RET,0.891
PIK3CA,TP53,0.941
PIK3CA,PTPN11,0.99
PIK3CA,PTEN,0.995
PIK3CA,PIK3CD,0.998
PIK3CA,PIK3CB,0.998
PIK3CA,PIK3R1,0.999
PIK3CB,TP53,0.476
PIK3CB,RPTOR,0.468
PIK3CB,RET,0.65
PIK3CB,TGFBR2,0.579
PIK3CB,PTEN,0.984
PIK3CB,PIK3CD,0.998
PIK3CB,RHOA,0.664
PIK3CB,PIK3R1,0.999
PIK3CB,PTPN11,0.934
PIK3CD,TP53,0.462
PIK3CD,RPTOR,0.444
PIK3CD,RET,0.608
PIK3CD,PTEN,0.973
PIK3CD,PTPN11,0.931
PIK3CD,PIK3R1,0.999
PIK3R1,XBP1,0.802
PIK3R1,RARA,0.641
PIK3R1,TBX3,0.456
PIK3R1,TP53,0.853
PIK3R1,RPTOR,0.412
PIK3R1,STK11,0.439
PIK3R1,SMAD4,0.453
PIK3R1,SMARCA4,0.55
PIK3R1,RET,0.898
PIK3R1,TGFBR2,0.772
PIK3R1,ROS1,0.546
PIK3R1,PTEN,0.997
PIK3R1,SPOP,0.421
PIK3R1,RHOA,0.711
PIK3R1,PTPN11,0.996
PMS2,SMARCA4,0.477
PMS2,RET,0.479
PMS2,SMAD4,0.629
PMS2,PTEN,0.689
PMS2,STK11,0.712
PMS2,TGFBR2,0.751
PMS2,TP53,0.936
PRDM1,XBP1,0.866
PRDM1,TP53,0.87
PRDM1,RUNX1,0.713
PRDM1,TNFAIP3,0.61
PREX2,RHOA,0.793
PREX2,PTEN,0.99
PTEN,TP63,0.473
PTEN,RB1,0.734
PTEN,TP53,0.999
PTEN,TSC1,0.801
PTEN,RUNX1,0.516
PTEN,RPTOR,0.744
PTEN,USP9X,0.486
PTEN,STK11,0.979
PTEN,TBK1,0.403
PTEN,SMAD3,0.611
PTEN,SMAD4,0.912
PTEN,SMARCA4,0.705
PTEN,RET,0.683
PTEN,TGFBR2,0.622
PTEN,ROS1,0.614
PTEN,TBL1XR1,0.409
PTEN,PTPRD,0.433
PTEN,TET2,0.493
PTEN,WT1,0.52
PTEN,SETD2,0.592
PTEN,RHOA,0.726
PTEN,PTPN11,0.745
PTEN,SPOP,0.99
PTPN11,STAG2,0.572
PTPN11,TP53,0.612
PTPN11,RUNX1,0.96
PTPN11,STK11,0.519
PTPN11,TBK1,0.895
PTPN11,SMAD3,0.731
PTPN11,SMAD4,0.505
PTPN11,RET,0.871
PTPN11,ROS1,0.548
PTPN11,WT1,0.572
PTPN11,RHOA,0.549
PTPN11,TET2,0.62
PTPN22,RUNX1,0.519
PTPN22,TNFAIP3,0.807
PTPRD,TP53,0.438
PTPRD,STK11,0.519
PTPRD,TNFAIP3,0.484
RARA,TET2,0.512
RARA,SMAD3,0.516
RARA,TBL1XR1,0.572
RARA,WT1,0.581
RARA,TP53,0.591
RARA,RUNX1,0.905
RB1,SMARCD1,0.742
RB1,TP53,0.936
RB1,SMARCA4,0.979
RBMX,USP9X,0.554
RBMX,SF3B1,0.667
RBMX,WT1,0.454
RET,TP53,0.801
RET,SMAD4,0.556
RET,SMARCA4,0.581
RET,ROS1,0.42
RET,WT1,0.424
RET,TBL1XR1,0.463
RHOA,TP53,0.662
RHOA,RPTOR,0.41
RHOA,SMAD3,0.55
RHOA,SMAD4,0.53
RHOA,TGFBR2,0.952
RHOA,TET2,0.4
ROS1,TP53,0.633
ROS1,SMAD4,0.479
ROS1,SMARCA4,0.407
RPGR,USH2A,0.784
RPTOR,TP53,0.523
RPTOR,TSC1,0.915
RPTOR,TBK1,0.628
RPTOR,STK11,0.787
RUNX1,STAG2,0.666
RUNX1,TP53,0.82
RUNX1,SETD2,0.409
RUNX1,SMAD4,0.469
RUNX1,TNFAIP3,0.486
RUNX1,SMARCD1,0.556
RUNX1,WT1,0.728
RUNX1,SMARCA4,0.761
RUNX1,TET2,0.869
RUNX1,SMAD3,0.878
RYR2,USH2A,0.465
RYR2,SYNE1,0.543
SETD2,STAG2,0.539
SETD2,TP53,0.845
SETD2,ZMYM3,0.532
SETD2,STK11,0.402
SETD2,SMAD4,0.505
SETD2,SMARCA4,0.599
SETD2,SPEN,0.491
SETD2,WT1,0.422
SETD2,SPOP,0.732
SETD2,TET2,0.573
SF3B1,STAG2,0.469
SF3B1,TP53,0.552
SF3B1,TET2,0.407
SMAD3,TP53,0.963
SMAD3,USP9X,0.642
SMAD3,SMARCA4,0.698
SMAD3,TGFBR2,0.998
SMAD3,SMAD4,0.999
SMAD4,TP63,0.492
SMAD4,TP53,0.875
SMAD4,USP9X,0.971
SMAD4,STK11,0.847
SMAD4,SMARCA4,0.644
SMAD4,TGFBR2,0.996
SMARCA4,TP53,0.993
SMARCA4,USP9X,0.464
SMARCA4,STK11,0.92
SMARCA4,WT1,0.411
SMARCA4,TET2,0.541
SMARCA4,SMARCD1,0.999
SMARCD1,TP53,0.889
SMARCD1,TBL1XR1,0.572
SPEN,TBL1XR1,0.574
SPOP,TP53,0.571
STAG2,SYNE1,0.561
STAG2,TP53,0.582
STAG2,WT1,0.611
STAG2,TET2,0.717
STK11,TP63,0.506
STK11,TP53,0.97
STK11,TSC1,0.627
STK11,WT1,0.537
SYNE1,TP53,0.507
SYNE1,USH2A,0.542
TBK1,TRAF5,0.997
TBK1,TP53,0.443
TBK1,TNFAIP3,0.881
TBX3,TP53,0.415
TET2,TP53,0.755
TET2,WT1,0.868
TGFBR2,TP53,0.618
TNFAIP3,TRAF5,0.662
TNFAIP3,TP53,0.708
TP53,XBP1,0.529
TP53,TP63,0.953
TP53,ZNF217,0.415
TP53,TSC1,0.437
TP53,USH2A,0.448
TP53,USP9X,0.57
TP53,WT1,0.983
ZMYM3,ZNF217,0.581
